,Name,Team,Position,xA per fixture,xA per game,Team games,Played,GW38,GW37,GW36,GW35**,GW35*,GW35,GW34,GW33,GW32*,GW32,GW31,GW30,GW29,GW28,GW27*,GW27,GW26*,GW26,GW25*,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19*,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
348,John Egan,Sheffield Utd,2,1.3394736842105264,1.6419354838709679,38,31,0.1,14.7,0.1,,,0.3,0.3,0.0,,0.3,0.9,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.3,0.2,11.3,0.3,0.0,,0.5,1.0,0.8,1.2,0.6,0.5,0.1,0.5,1.8,0.4,11.2,0.2,0.4,0.3,0.9,0.9,0.0,0.0,0.8
349,Billy Gilmour,Chelsea,3,1.3394736842105264,10.180000000000001,38,5,0.0,0.0,,,8.6,24.7,14.6,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.8,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,Tyrese Francois,Fulham,3,1.3,1.3,1,1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Neco Williams,Liverpool,2,1.2578947368421052,7.966666666666666,38,6,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,29.3,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.9,3.4,1.5,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,Nathan Ake,Man City,2,1.2342105263157894,4.6899999999999995,38,10,0.0,0.0,6.6,,,2.3,0.7,,,0.0,1.8,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.7,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,10.7,7.8,0.4,
353,David Luiz Moreira Marinho,Arsenal,2,1.2289473684210528,2.335,38,20,0.0,0.0,,,0.0,0.0,1.5,0.0,,0.0,0.0,0.0,1.0,1.0,,0.8,,0.6,,0.0,,11.1,0.0,0.3,0.8,0.8,,1.3,1.7,0.0,0.0,0.0,2.7,0.0,0.0,0.0,13.3,0.0,0.0,0.0,2.5,3.3,0.8,3.2,0.0,0.0
354,Willy Boly,Wolves,2,1.2131578947368422,2.1952380952380954,38,21,1.7,0.6,0.0,,,0.0,0.0,10.3,,0.3,0.0,0.0,,1.3,,0.0,0.0,0.0,,0.0,,0.0,0.0,1.1,0.6,0.1,,10.8,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.5,0.3,11.8,0.3,2.4,0.8,1.0,0.9,0.3,0.2
355,Jamie Shackleton,Leeds,3,1.2026315789473683,3.515384615384615,38,13,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,3.4,,3.0,0.3,0.0,0.0,0.0,,0.0,,0.3,2.7,0.5,1.4,0.6,12.8,0.0,0.0,0.0,0.0,3.8,16.5,0.0,0.0,0.0,0.0,0.4
356,Joel Matip,Liverpool,2,1.1157894736842104,4.24,38,10,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.6,2.0,0.0,,0.0,0.0,16.0,10.4,0.0,0.5,0.5,0.0,11.0,0.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0
357,DeAndre Yedlin,Newcastle,2,1.1,6.966666666666668,38,6,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.1,11.3,11.8,17.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,Conor Coady,Wolves,2,1.0552631578947371,1.083783783783784,38,37,0.7,0.3,0.2,,,1.3,0.2,0.2,,0.0,0.1,0.9,,0.3,,10.0,0.0,0.0,,0.0,,0.2,0.1,0.1,0.2,0.1,,0.3,0.6,0.2,0.3,10.3,0.5,0.0,0.3,0.5,0.1,0.0,0.3,0.0,0.3,0.1,0.1,1.3,10.0,0.0
359,Max Lowe,Sheffield Utd,2,1.0473684210526317,4.9750000000000005,38,8,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,2.6,26.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.9,2.6,1.4,1.8,0.0,0.1,0.0,0.0,0.0,0.0
360,Ozan Kabak,Liverpool,2,1.011764705882353,1.911111111111111,17,9,0.0,0.0,0.0,,0.0,0.0,,1.7,,10.3,0.3,0.8,,0.3,,0.0,0.8,0.3,,1.8,,0.9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
361,Jamaal Lascelles,Newcastle,2,1.0026315789473685,2.005263157894737,38,19,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,1.7,0.3,1.0,,0.3,,0.3,,0.2,,10.4,0.0,0.0,0.3,21.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.1,0.2,0.0,0.3,0.1,0.0,0.5,0.7,0.3
362,Andy Carroll,Newcastle,4,0.9763157894736842,2.0611111111111113,38,18,0.0,0.1,0.0,,,0.0,0.0,0.0,,0.1,0.0,0.0,0.0,0.3,,0.0,,0.0,,0.0,,0.3,0.0,0.3,0.0,0.0,1.6,13.3,0.5,1.3,0.0,2.4,0.0,0.0,0.0,,0.0,0.0,0.2,0.3,0.3,0.0,0.0,1.8,0.3,14.0
363,Matthew Longstaff,Newcastle,3,0.9368421052631579,7.12,38,5,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,7.3,11.2,15.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,Rhys Williams,Liverpool,2,0.9312499999999999,3.311111111111111,32,9,0.4,10.7,0.3,,0.5,0.7,,0.0,,0.0,0.0,0.1,,0.0,,1.9,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.7,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
365,Kamil Grosicki,West Brom,3,0.9263157894736843,11.733333333333334,38,3,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,23.4,11.5,,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,Lys Mousset,Sheffield Utd,4,0.9210526315789472,3.181818181818181,38,11,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.3,0.0,0.0,,0.1,,0.3,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.3,11.5,0.8,0.0,0.7,0.1,0.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,Ezri Konsa Ngoyo,Aston Villa,2,0.8999999999999999,0.9499999999999998,38,36,0.3,1.5,0.1,,0.3,0.3,0.1,0.7,,0.2,0.2,0.0,0.8,0.8,,0.2,2.1,0.0,,10.3,,0.4,0.1,10.2,0.4,0.2,0.1,0.2,,0.3,0.3,0.2,0.0,0.0,0.4,,0.9,1.1,0.6,0.4,0.0,0.2,0.0,0.0,0.3,
368,Christian Fuchs,Leicester,2,0.8921052631578947,3.7666666666666666,38,9,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.7,3.0,7.2,15.1,0.1,1.4,1.4,3.0,0.0,0.0,0.0,0.0,0.0
369,Craig Dawson,West Ham,2,0.888235294117647,1.3727272727272728,34,22,0.3,0.2,0.7,,,2.3,0.2,0.0,,0.2,0.0,0.1,0.7,0.8,,0.2,,0.5,,0.1,,0.0,10.1,0.6,0.9,0.7,0.9,10.5,,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
370,Divock Origi,Liverpool,4,0.8736842105263158,3.688888888888889,38,9,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.3,,0.0,0.0,10.5,18.8,0.1,2.8,0.3,,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,Alex Oxlade-Chamberlain,Liverpool,3,0.8657894736842107,2.530769230769231,38,13,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.1,0.0,0.0,,0.4,,0.0,1.4,0.0,,0.0,,1.3,0.0,1.4,0.6,0.0,2.8,0.0,,2.3,0.0,11.3,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,Marvelous Nakamba,Aston Villa,3,0.8552631578947368,2.5,38,13,0.3,1.4,0.0,,0.0,0.0,0.0,0.0,,0.6,0.3,0.0,0.0,0.0,,0.0,2.0,0.3,,0.0,,0.0,10.8,0.0,0.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,11.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,
373,Jean-Philippe Mateta,Crystal Palace,4,0.8526315789473685,2.3142857142857145,19,7,0.0,0.0,0.0,,0.3,0.0,0.3,0.0,,,0.0,0.1,,0.0,,0.1,0.0,0.0,,2.7,,0.8,11.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
374,Bernardo Fernandes da Silva Junior,Brighton,2,0.8526315789473684,10.799999999999999,38,3,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,2.6,0.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
375,Jonathan Castro Otto,Wolves,2,0.8368421052631579,4.542857142857143,38,7,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.7,,2.3,0.3,13.1,,0.8,,11.8,1.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,Timothy Fosu-Mensah,Man Utd,2,0.8026315789473685,30.500000000000004,38,1,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,
377,Carlos Vinicius Alves Morais,Spurs,4,0.7911764705882354,2.988888888888889,34,9,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.8,0.0,,0.3,0.0,0.0,,0.0,,0.0,0.0,2.8,11.6,0.0,,0.0,0.0,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,,,,
378,Mohammed Salisu,Southampton,2,0.7868421052631579,2.4916666666666667,38,12,1.8,11.2,1.5,,0.2,0.0,0.1,,,1.3,0.0,0.0,,0.0,12.8,0.0,,0.2,0.5,0.0,,0.3,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,Fabian Delph,Everton,3,0.7842105263157895,3.725,38,8,0.0,0.0,0.0,,0.0,0.0,11.0,0.2,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.8,0.0,0.0,14.8,1.9,0.0,0.8,0.0,0.0,0.0
380,Ciaran Clark,Newcastle,2,0.7842105263157894,1.3545454545454545,38,22,0.0,0.0,0.0,,,0.0,0.2,0.0,,0.0,0.0,0.0,0.3,0.9,,0.0,,0.5,,0.2,,0.3,0.0,11.1,0.1,0.0,0.0,0.6,0.2,1.2,0.8,0.7,0.8,0.3,10.4,,0.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,Japhet Tanganga,Spurs,2,0.7763157894736843,4.916666666666667,38,6,0.0,3.3,2.6,,,0.0,0.0,,0.0,0.0,0.0,15.4,0.9,0.0,,0.0,0.0,0.0,,1.2,,6.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,Owen Otasowie,Wolves,3,0.7617647058823529,4.316666666666666,34,6,0.0,0.0,0.0,,,0.0,1.9,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,1.2,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
383,Josh Onomah,Fulham,3,0.755263157894737,2.60909090909091,38,11,4.3,0.0,3.8,,,10.8,1.5,,,0.0,0.0,0.3,0.0,0.5,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,3.1
384,Jack Robinson,Sheffield Utd,2,0.7289473684210526,2.5181818181818176,38,11,2.2,2.5,11.4,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.8,1.3,0.3,2.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.3,2.9,0.4,0.0,0.0
385,Eric Garcia,Man City,2,0.6947368421052633,4.400000000000001,38,6,0.0,0.3,3.3,,,0.0,0.0,,,0.0,0.0,0.0,,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.8,0.0,0.0,15.8,0.0,
386,Pablo Mari,Arsenal,2,0.6947368421052632,2.64,38,10,0.0,0.0,,,0.2,0.0,0.0,1.1,,0.0,0.2,0.0,1.7,0.0,,0.8,,10.4,,0.3,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.8,10.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,Ruben Goncalo Silva Nascimento Vinagre,Wolves,2,0.6657894736842106,12.650000000000002,38,2,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,2.0,0.0
388,Lee Peltier,West Brom,2,0.6548387096774194,5.075,31,4,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.4,8.8,0.0,0.0,0.0,0.0,0.0,,0.0,10.8,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,,,,,,,
389,Yerry Mina,Everton,2,0.618421052631579,0.9791666666666666,38,24,0.0,1.2,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.8,0.2,0.3,,,1.3,11.8,,0.7,1.6,0.3,0.3,0.3,0.0,0.0,0.0,1.2,0.4,0.2,0.7,0.3,1.5,0.4
390,Theo Corbeanu,Wolves,3,0.604,15.1,25,1,0.0,0.0,15.1,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
391,Jimmy Dunne,Burnley,2,0.5815789473684211,7.366666666666667,38,3,0.9,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,10.9,
392,Yan Valery,Southampton,2,0.5815789473684211,7.366666666666667,38,3,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,20.3,,1.3,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Andi Zeqiri,Brighton,4,0.5529411764705882,2.0888888888888886,34,9,0.0,11.6,0.1,,,0.1,0.0,0.0,,0.0,0.0,0.3,0.3,1.3,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.8,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
394,Denis Odoi,Fulham,2,0.5473684210526316,6.933333333333334,38,3,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,0.9,2.6
395,Nick Pope,Burnley,1,0.5263157894736842,0.625,38,32,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
396,Emiliano Martinez,Aston Villa,1,0.5263157894736842,0.5263157894736842,38,38,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,10.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
397,Davinson Sanchez,Spurs,2,0.5263157894736842,1.1111111111111112,38,18,10.1,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.3,0.2,0.8,,0.4,0.1,0.2,,1.3,,0.4,1.7,0.0,0.2,0.0,,0.0,0.6,0.0,,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,1.4,0.2,0.0
398,Aaron Ramsdale,Sheffield Utd,1,0.5263157894736842,0.5263157894736842,38,38,10.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
399,Brandon Williams,Man Utd,2,0.5105263157894737,4.8500000000000005,38,4,2.8,0.0,,0.0,16.3,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
400,Joseph Gomez,Liverpool,2,0.47631578947368425,2.585714285714286,38,7,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.4,0.7,0.3,1.3,12.1,0.0,1.0
401,Liam Cooper,Leeds,2,0.4657894736842106,0.7080000000000001,38,25,2.2,0.1,0.0,,,0.0,0.0,0.0,,0.0,0.1,1.1,0.0,0.0,,0.4,,1.4,0.5,0.4,,0.8,0.3,0.5,0.6,0.3,,1.3,,0.0,0.0,0.0,0.3,0.3,0.9,0.3,0.1,2.3,1.0,1.1,0.0,0.0,0.6,0.4,0.4,0.0
402,Issa Diop,West Ham,2,0.45789473684210524,0.9666666666666666,38,18,0.0,0.0,0.0,,,0.7,0.2,1.3,,1.2,0.3,10.1,0.1,0.3,,0.2,,0.7,,0.0,,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.9
403,Scott Dann,Crystal Palace,2,0.4473684210526317,1.1333333333333335,38,15,0.0,0.0,0.0,,1.1,0.0,0.3,0.3,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.3,0.4,0.3,0.7,0.0,,0.0,0.0,0.0,0.0,0.6,0.0,0.3,0.0,0.0,0.3,10.8,0.1,0.8,0.3,0.0,0.0,0.0,0.0,0.4
404,Jake Vokins,Southampton,2,0.38947368421052636,14.800000000000002,38,1,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.8,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Neeskens Kebano,Fulham,3,0.38421052631578945,2.92,38,5,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,1.3,0.5,2.7
406,Daniel N'Lundulu,Southampton,4,0.3696969696969697,0.9384615384615385,33,13,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,,11.0,,0.4,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,,,,,
407,Hamza Choudhury,Leicester,3,0.35526315789473684,1.35,38,10,0.0,0.0,,,0.2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,3.0,0.0,,0.0,,0.0,4.0,2.8,0.0,0.0,0.0,0.0,,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0
408,Islam Slimani,Leicester,4,0.34411764705882353,11.7,34,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,,,,
409,Branislav Ivanovic,West Brom,2,0.34324324324324323,0.9769230769230769,37,13,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6,0.3,0.0,0.1,0.0,0.5,0.1,0.0,0.2,0.0,10.4,0.4,0.1,0.0,0.0,0.0,
410,Phil Bardsley,Burnley,2,0.3394736842105263,3.225,38,4,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,10.1,1.0,
411,Kyle Edwards,West Brom,3,0.3368421052631579,2.5599999999999996,38,5,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,11.3,0.0,0.2,0.0,0.0,0.5
412,Anthony Gordon,Everton,3,0.33421052631578946,4.233333333333333,38,3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0
413,Kevin Long,Burnley,2,0.3157894736842105,1.5,38,8,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.0,0.5,10.2,
414,Robert Sanchez,Brighton,1,0.3125,0.37037037037037035,32,27,0.0,10.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
415,Cenk Tosun,Everton,4,0.3052631578947369,2.3200000000000003,38,5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,10.5,0.0,0.0,0.0,0.0,0.0,0.0
416,James Tomkins,Crystal Palace,2,0.3,1.425,38,8,0.0,10.6,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.1,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,Michael Hector,Fulham,2,0.2973684210526316,2.825,38,4,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,10.4,0.6
418,Joshua King,Everton,4,0.29473684210526313,0.509090909090909,19,11,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,,0.3,0.0,0.0,,1.2,,1.8,0.6,0.3,,0.0,0.0,0.0,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,
